Index,STO,STODateTime,Airline,FlightNum,Departure,Arrival,Data,FirstPax,BizPax,EconPax
"313","15:31","2020-11-11T15:31:00","RN","848","UAL","WZY","Green","4","13","171"
"314","15:32","2020-11-11T15:32:00","GK","373","AEL","SXG","Red","4","7","123"
"315","15:33","2020-11-11T15:33:00","QM","837","ELD","LMA","Green","5","19","33"
"316","15:34","2020-11-11T15:34:00","RJ","517","MAW","AWH","Yellow","0","9","107"
"317","15:35","2020-11-11T15:35:00","NY","739","KKK","MJU","Yellow","0","19","20"
"318","15:36","2020-11-11T15:36:00","LC","436","GWQ","GZT","Yellow","3","19","19"
"319","15:37","2020-11-11T15:37:00","RH","741","IBV","TXP","Green","5","14","27"
"320","15:38","2020-11-11T15:38:00","IH","750","WZL","SXL","Indigo","3","1","106"
"321","15:39","2020-11-11T15:39:00","ME","572","TOK","QHT","Orange","4","11","56"
"322","15:40","2020-11-11T15:40:00","GZ","278","VPT","RSI","Indigo","1","22","70"
"323","15:41","2020-11-11T15:41:00","YB","248","FJJ","HNI","Green","2","21","178"
"324","15:42","2020-11-11T15:42:00","GY","782","OCG","LRF","Blue","5","15","60"
"325","15:43","2020-11-11T15:43:00","RK","770","DFL","WFM","Green","0","12","161"
"326","15:44","2020-11-11T15:44:00","EE","726","XJY","ZRM","Blue","6","18","159"
"327","15:45","2020-11-11T15:45:00","XL","649","SJM","PBR","Indigo","5","4","74"
"328","15:46","2020-11-11T15:46:00","WZ","687","TJT","BGB","Orange","7","7","62"
"329","15:47","2020-11-11T15:47:00","UQ","623","FRZ","JJN","Yellow","4","19","42"
"330","15:48","2020-11-11T15:48:00","QX","747","NGC","SZB","Red","7","17","69"
"331","15:49","2020-11-11T15:49:00","DS","575","WFU","LAS","Indigo","3","11","43"
"332","15:50","2020-11-11T15:50:00","SV","108","JPF","ZDD","Red","3","13","189"
"333","15:51","2020-11-11T15:51:00","UO","369","SPS","MHW","Blue","6","16","39"
"334","15:52","2020-11-11T15:52:00","SI","251","XXK","ABK","Indigo","7","17","80"
"335","15:53","2020-11-11T15:53:00","SS","283","ZNE","HFZ","Indigo","5","0","70"
"336","15:54","2020-11-11T15:54:00","RZ","841","WDF","SJM","Green","7","5","44"
"337","15:55","2020-11-11T15:55:00","AN","865","KRJ","AEA","Blue","0","21","28"
"338","15:56","2020-11-11T15:56:00","QJ","108","TMM","XOT","Red","0","13","146"
"339","15:57","2020-11-11T15:57:00","TZ","140","FBH","THD","Blue","1","15","38"
"340","15:58","2020-11-11T15:58:00","IZ","247","QFW","ZZP","Yellow","2","18","36"
"341","15:59","2020-11-11T15:59:00","LI","651","GMV","WXP","Red","1","19","136"
"342","16:00","2020-11-11T16:00:00","UC","779","MOU","DGE","Indigo","2","2","161"
"343","16:01","2020-11-11T16:01:00","GO","735","EQR","MWV","Yellow","4","22","57"
"344","16:02","2020-11-11T16:02:00","KT","345","TYB","WMB","Indigo","1","2","149"
"345","16:03","2020-11-11T16:03:00","PQ","839","HLI","DQP","Orange","0","11","75"
"346","16:04","2020-11-11T16:04:00","LI","780","YRG","PHJ","Yellow","7","10","179"
"347","16:05","2020-11-11T16:05:00","IG","398","EQR","BVC","Indigo","7","13","185"
"348","16:06","2020-11-11T16:06:00","HT","637","VLF","HOP","Green","5","2","38"
"349","16:07","2020-11-11T16:07:00","XN","514","FGZ","WMA","Indigo","2","9","125"
"350","16:08","2020-11-11T16:08:00","LK","542","JMX","KSY","Indigo","4","13","178"
"351","16:09","2020-11-11T16:09:00","TD","404","STT","CLU","Green","2","21","113"
"352","16:10","2020-11-11T16:10:00","ZR","485","GWK","KUU","Indigo","0","5","4"
"353","16:11","2020-11-11T16:11:00","SR","489","YRX","RHF","Blue","0","7","24"
"354","16:12","2020-11-11T16:12:00","NI","268","RWF","MXY","Blue","1","17","186"
"355","16:13","2020-11-11T16:13:00","ED","227","ZGJ","MSA","Yellow","7","20","164"
"356","16:14","2020-11-11T16:14:00","KF","337","TYJ","ZTX","Red","4","2","2"
"357","16:15","2020-11-11T16:15:00","UT","203","UYG","GRT","Green","1","5","93"
"358","16:16","2020-11-11T16:16:00","TV","424","MXG","VAV","Orange","4","4","158"
"359","16:17","2020-11-11T16:17:00","WS","291","HAP","WGP","Blue","4","5","88"
"360","16:18","2020-11-11T16:18:00","SP","250","RRE","NLQ","Red","2","10","37"
"361","16:19","2020-11-11T16:19:00","IH","107","YMN","QCK","Green","3","11","94"
"362","16:20","2020-11-11T16:20:00","OJ","307","ECV","GLO","Orange","6","4","111"
"363","16:21","2020-11-11T16:21:00","LQ","419","GOX","WVG","Green","1","15","48"
"364","16:22","2020-11-11T16:22:00","BP","392","IBT","FEP","Orange","1","11","13"
"365","16:23","2020-11-11T16:23:00","NE","695","UBF","UXC","Red","5","3","186"
"366","16:24","2020-11-11T16:24:00","NQ","636","HUA","NVT","Green","0","5","35"
"367","16:25","2020-11-11T16:25:00","BZ","420","VLF","UMJ","Blue","0","12","99"
"368","16:26","2020-11-11T16:26:00","AV","392","ZPR","EBF","Green","4","7","72"
"369","16:27","2020-11-11T16:27:00","DY","290","UNR","OWD","Blue","3","6","104"
"370","16:28","2020-11-11T16:28:00","MJ","497","EYP","UGA","Blue","3","19","13"
"371","16:29","2020-11-11T16:29:00","KA","197","WJW","NBC","Blue","1","15","32"
"372","16:30","2020-11-11T16:30:00","LX","623","XAW","SBF","Blue","4","1","122"
"373","16:31","2020-11-11T16:31:00","YN","194","DGU","ZLG","Green","5","6","84"
"374","16:32","2020-11-11T16:32:00","PT","477","JOG","OTE","Indigo","4","2","127"
"375","16:33","2020-11-11T16:33:00","PB","126","FFO","UTY","Red","7","24","107"
"376","16:34","2020-11-11T16:34:00","MP","689","EKX","QOH","Indigo","4","20","51"
"377","16:35","2020-11-11T16:35:00","IN","807","UQN","APE","Indigo","3","0","57"
"378","16:36","2020-11-11T16:36:00","EL","664","RSN","KZU","Indigo","0","24","94"
"379","16:37","2020-11-11T16:37:00","SL","185","IBM","KYG","Orange","6","4","71"
"380","16:38","2020-11-11T16:38:00","LY","883","HRI","ECS","Orange","6","15","49"
"381","16:39","2020-11-11T16:39:00","BK","341","OOW","UDV","Green","3","21","166"
"382","16:40","2020-11-11T16:40:00","YP","382","YEW","MJB","Yellow","7","12","49"
"383","16:41","2020-11-11T16:41:00","RU","431","ZHG","SUK","Red","5","17","136"
"384","16:42","2020-11-11T16:42:00","ZJ","293","QJM","KUK","Green","5","18","3"
"385","16:43","2020-11-11T16:43:00","AD","826","ZXI","BIE","Red","5","20","56"
"386","16:44","2020-11-11T16:44:00","GE","162","NPS","HLW","Red","0","10","23"
"387","16:45","2020-11-11T16:45:00","MB","472","HFR","FGG","Green","7","10","20"
"388","16:46","2020-11-11T16:46:00","IQ","424","VJN","VBG","Orange","5","21","187"
"389","16:47","2020-11-11T16:47:00","AM","558","DBU","OUV","Red","6","21","146"
"390","16:48","2020-11-11T16:48:00","AP","135","ZQE","CMJ","Green","0","0","136"
"391","16:49","2020-11-11T16:49:00","PP","150","FVT","LGR","Blue","5","2","95"
"392","16:50","2020-11-11T16:50:00","CW","359","NPO","YPM","Orange","0","6","115"
"393","16:51","2020-11-11T16:51:00","NT","508","RVN","CIF","Indigo","5","14","35"
"394","16:52","2020-11-11T16:52:00","CL","524","JWJ","XDC","Orange","1","21","7"
"395","16:53","2020-11-11T16:53:00","MC","190","CKB","YFF","Green","5","0","172"
"396","16:54","2020-11-11T16:54:00","DZ","240","XXP","YLL","Green","0","2","64"
"397","16:55","2020-11-11T16:55:00","RJ","484","LNJ","VUB","Red","1","2","102"
"398","16:56","2020-11-11T16:56:00","RQ","878","WUU","JYF","Indigo","7","5","63"
"399","16:57","2020-11-11T16:57:00","OX","587","AOA","ZBK","Green","5","19","24"
"400","16:58","2020-11-11T16:58:00","JE","188","CYY","UJY","Orange","3","14","135"
"401","16:59","2020-11-11T16:59:00","HT","405","LLN","GFV","Indigo","1","0","87"
"402","17:00","2020-11-11T17:00:00","ED","481","HBG","CRL","Orange","6","2","185"
"403","17:01","2020-11-11T17:01:00","ZK","871","QQD","LWT","Orange","5","23","25"
"404","17:02","2020-11-11T17:02:00","FN","848","OHY","BMU","Green","7","16","46"
"405","17:03","2020-11-11T17:03:00","FM","139","WON","IMN","Blue","1","4","53"
"406","17:04","2020-11-11T17:04:00","AO","577","KXU","IXB","Green","5","21","168"
"407","17:05","2020-11-11T17:05:00","XB","494","FTB","ZJY","Indigo","6","22","126"
"408","17:06","2020-11-11T17:06:00","DQ","628","RSS","JAX","Green","7","9","146"
"409","17:07","2020-11-11T17:07:00","CI","363","EXI","ZRP","Orange","7","8","12"
"410","17:08","2020-11-11T17:08:00","EF","827","COU","MFQ","Blue","2","9","163"
"411","17:09","2020-11-11T17:09:00","AN","797","ANP","VZZ","Green","0","19","20"
"412","17:10","2020-11-11T17:10:00","MY","886","OJR","IQO","Red","0","20","181"
"413","17:11","2020-11-11T17:11:00","CW","534","LPB","UAH","Yellow","6","14","141"
"414","17:12","2020-11-11T17:12:00","JM","162","EOW","ILH","Green","1","2","64"
"415","17:13","2020-11-11T17:13:00","OA","272","MJT","FON","Indigo","3","13","9"
"416","17:14","2020-11-11T17:14:00","ZZ","162","EME","YPI","Indigo","4","9","111"
"417","17:15","2020-11-11T17:15:00","GM","499","VIH","JHM","Blue","6","20","22"
"418","17:16","2020-11-11T17:16:00","BJ","237","WOQ","RNX","Yellow","3","2","17"
"419","17:17","2020-11-11T17:17:00","BD","685","GEQ","CTN","Blue","0","17","120"
"420","17:18","2020-11-11T17:18:00","DE","721","MFG","JID","Green","3","10","57"
"421","17:19","2020-11-11T17:19:00","YS","161","IDD","SFG","Orange","4","5","110"
"422","17:20","2020-11-11T17:20:00","ES","380","NPC","EXM","Yellow","5","10","30"
"423","17:21","2020-11-11T17:21:00","CT","699","YNH","VXS","Yellow","5","4","120"
"424","17:22","2020-11-11T17:22:00","YZ","427","XZG","GQC","Green","7","15","2"
"425","17:23","2020-11-11T17:23:00","IG","419","LFI","XYA","Indigo","3","7","127"
"426","17:24","2020-11-11T17:24:00","GK","655","LIR","IYD","Orange","3","14","99"
"427","17:25","2020-11-11T17:25:00","MF","531","ADT","INY","Green","3","6","33"
"428","17:26","2020-11-11T17:26:00","JH","642","YAY","QHZ","Blue","7","16","56"
"429","17:27","2020-11-11T17:27:00","IH","140","FBX","WSW","Blue","3","24","159"
"430","17:28","2020-11-11T17:28:00","SY","215","HVF","EEI","Red","2","5","29"
"431","17:29","2020-11-11T17:29:00","OY","282","NJP","JVK","Red","3","18","95"
"432","17:30","2020-11-11T17:30:00","PK","483","NPG","YFF","Blue","1","17","0"
"433","17:31","2020-11-11T17:31:00","SM","209","AHT","ZXI","Indigo","3","8","65"
"434","17:32","2020-11-11T17:32:00","UQ","116","HXR","NIQ","Blue","5","20","83"
"435","17:33","2020-11-11T17:33:00","AG","867","JHB","UJX","Indigo","5","9","145"
"436","17:34","2020-11-11T17:34:00","SU","571","GMA","EGL","Orange","1","22","142"
"437","17:35","2020-11-11T17:35:00","ME","639","CSL","FVT","Blue","7","24","119"
"438","17:36","2020-11-11T17:36:00","KN","885","XSI","XDZ","Blue","5","9","52"
"439","17:37","2020-11-11T17:37:00","RQ","257","OYU","LNP","Green","5","20","38"
"440","17:38","2020-11-11T17:38:00","FE","848","ZBQ","GWQ","Green","2","13","111"
"441","17:39","2020-11-11T17:39:00","VA","577","NKY","SKU","Green","5","4","146"
"442","17:40","2020-11-11T17:40:00","EO","172","UXH","CNC","Blue","1","0","135"
"443","17:41","2020-11-11T17:41:00","CD","424","BAY","AJY","Yellow","7","1","45"
"444","17:42","2020-11-11T17:42:00","TC","727","LPH","UHL","Blue","6","20","139"
"445","17:43","2020-11-11T17:43:00","ZL","152","SHJ","NRV","Green","0","18","104"
"446","17:44","2020-11-11T17:44:00","SE","426","FDD","SRO","Indigo","5","16","20"
"447","17:45","2020-11-11T17:45:00","XF","448","QMQ","FHZ","Green","2","5","24"
"448","17:46","2020-11-11T17:46:00","OO","537","YOT","SBP","Green","6","5","101"
"449","17:47","2020-11-11T17:47:00","QC","163","LMI","BEM","Orange","2","4","14"
"450","17:48","2020-11-11T17:48:00","KN","309","SPC","ZAP","Red","0","15","81"
"451","17:49","2020-11-11T17:49:00","ZZ","135","IPO","KYA","Red","1","13","19"
"452","17:50","2020-11-11T17:50:00","ZE","856","CGH","TMJ","Orange","6","21","4"
"453","17:51","2020-11-11T17:51:00","TG","514","AYZ","VAJ","Red","1","3","133"
"454","17:52","2020-11-11T17:52:00","RU","212","JJB","EMD","Blue","0","12","170"
"455","17:53","2020-11-11T17:53:00","VW","860","PTG","LOV","Red","3","24","35"
"456","17:54","2020-11-11T17:54:00","GS","153","PCV","YOP","Indigo","2","24","155"
"457","17:55","2020-11-11T17:55:00","TR","523","PKL","NBD","Indigo","0","19","61"
"458","17:56","2020-11-11T17:56:00","XS","206","WQS","KFV","Yellow","3","13","140"
"459","17:57","2020-11-11T17:57:00","GO","369","FXP","PYM","Blue","0","4","141"
"460","17:58","2020-11-11T17:58:00","ZL","214","CUZ","VTX","Orange","3","18","64"
"461","17:59","2020-11-11T17:59:00","QP","599","YFC","CRE","Indigo","5","23","3"
"462","18:00","2020-11-11T18:00:00","ME","402","KZC","RWT","Indigo","0","18","126"
"463","18:01","2020-11-11T18:01:00","LS","887","JJX","MOZ","Red","2","14","99"
"464","18:02","2020-11-11T18:02:00","YC","152","UNL","DUN","Green","3","12","44"
"465","18:03","2020-11-11T18:03:00","IA","471","WQO","FOQ","Yellow","5","20","110"
"466","18:04","2020-11-11T18:04:00","UL","453","MEB","VLD","Green","6","24","86"
"467","18:05","2020-11-11T18:05:00","PP","814","YBP","VDO","Yellow","0","2","70"
"468","18:06","2020-11-11T18:06:00","TJ","871","HTJ","YXQ","Blue","2","0","89"
"469","18:07","2020-11-11T18:07:00","IR","722","EMR","XEY","Green","5","17","63"
"470","18:08","2020-11-11T18:08:00","CA","459","FZI","JVH","Yellow","3","21","158"
"471","18:09","2020-11-11T18:09:00","LA","531","ZWO","XOH","Red","2","9","187"
"472","18:10","2020-11-11T18:10:00","LF","261","UTH","OKH","Indigo","3","10","137"
"473","18:11","2020-11-11T18:11:00","AR","628","AFH","IQF","Indigo","5","24","139"
"474","18:12","2020-11-11T18:12:00","CV","709","VWC","VZW","Red","4","12","131"
"475","18:13","2020-11-11T18:13:00","EH","452","EBB","ODO","Orange","7","6","175"
"476","18:14","2020-11-11T18:14:00","BB","384","GHO","VAF","Blue","5","11","16"
"477","18:15","2020-11-11T18:15:00","JP","680","DNB","NNC","Red","1","1","156"
"478","18:16","2020-11-11T18:16:00","OK","565","OPW","OYA","Blue","5","15","161"
"479","18:17","2020-11-11T18:17:00","AS","628","ZOU","RZS","Indigo","3","10","138"
"480","18:18","2020-11-11T18:18:00","WT","413","ZBE","EMA","Yellow","3","16","33"
"481","18:19","2020-11-11T18:19:00","UY","227","JVC","NRA","Blue","6","2","92"
"482","18:20","2020-11-11T18:20:00","KJ","770","WLE","DWZ","Blue","4","1","138"
"483","18:21","2020-11-11T18:21:00","ML","396","AIF","JJA","Blue","6","8","31"
"484","18:22","2020-11-11T18:22:00","IX","155","VYN","WOU","Blue","5","3","179"
"485","18:23","2020-11-11T18:23:00","HN","356","UDQ","HCP","Red","2","24","91"
"486","18:24","2020-11-11T18:24:00","RT","196","JQA","NHV","Orange","6","3","157"
"487","18:25","2020-11-11T18:25:00","AF","242","SQS","WJX","Indigo","0","5","116"
"488","18:26","2020-11-11T18:26:00","FB","165","TWU","VMW","Red","3","10","34"
"489","18:27","2020-11-11T18:27:00","QQ","632","MIN","RIP","Red","7","22","77"
"490","18:28","2020-11-11T18:28:00","OD","189","TXB","DAV","Yellow","1","1","63"
"491","18:29","2020-11-11T18:29:00","ZH","379","ECT","HMC","Orange","5","10","98"
"492","18:30","2020-11-11T18:30:00","NO","341","PYE","VMF","Blue","2","2","36"
"493","18:31","2020-11-11T18:31:00","JG","238","VEM","KZN","Yellow","7","11","2"
"494","18:32","2020-11-11T18:32:00","EP","855","MXK","IKO","Green","5","5","94"
"495","18:33","2020-11-11T18:33:00","AG","795","UPZ","BXK","Red","2","6","10"
"496","18:34","2020-11-11T18:34:00","GA","530","ZFI","DYA","Orange","4","18","158"
"497","18:35","2020-11-11T18:35:00","YU","731","URM","PRL","Red","0","19","147"
"498","18:36","2020-11-11T18:36:00","ZK","193","TPQ","FVE","Orange","6","14","72"
"499","18:37","2020-11-11T18:37:00","JB","535","ZAJ","ATA","Orange","0","15","67"
"500","18:38","2020-11-11T18:38:00","VR","397","UWL","FLJ","Blue","6","6","121"
"501","18:39","2020-11-11T18:39:00","WO","102","UNY","EHC","Green","1","11","27"
"502","18:40","2020-11-11T18:40:00","TT","125","YDA","DFV","Green","3","9","77"
"503","18:41","2020-11-11T18:41:00","LK","861","AHS","TJM","Yellow","5","5","140"
"504","18:42","2020-11-11T18:42:00","EL","152","SCG","ISR","Yellow","3","9","118"
"505","18:43","2020-11-11T18:43:00","VC","433","BAO","KCM","Blue","2","2","45"
"506","18:44","2020-11-11T18:44:00","LS","711","HHH","SKV","Blue","1","2","80"
"507","18:45","2020-11-11T18:45:00","FB","647","TYO","QRX","Green","7","11","81"
"508","18:46","2020-11-11T18:46:00","FV","607","RQS","QWU","Green","7","9","32"
"509","18:47","2020-11-11T18:47:00","CR","287","ZJG","YPI","Yellow","3","18","164"
"510","18:48","2020-11-11T18:48:00","UL","550","OCU","VWC","Indigo","6","3","18"
"511","18:49","2020-11-11T18:49:00","LL","542","KLS","JTL","Indigo","3","22","46"
"512","18:50","2020-11-11T18:50:00","SN","759","WMF","YTY","Orange","2","6","97"
"513","18:51","2020-11-11T18:51:00","EO","349","AUM","VHV","Yellow","0","22","168"
"514","18:52","2020-11-11T18:52:00","SJ","185","IND","QWC","Orange","0","5","75"
"515","18:53","2020-11-11T18:53:00","OF","364","MGG","EYO","Blue","3","10","31"
"516","18:54","2020-11-11T18:54:00","ZB","867","WAU","ZPN","Green","5","15","128"
"517","18:55","2020-11-11T18:55:00","EQ","627","BFH","UJY","Green","7","8","45"
"518","18:56","2020-11-11T18:56:00","UT","852","DNR","XID","Green","7","5","61"
"519","18:57","2020-11-11T18:57:00","GF","731","APR","XPB","Green","2","12","112"
"520","18:58","2020-11-11T18:58:00","EQ","728","ALA","OTZ","Orange","5","9","15"
"521","18:59","2020-11-11T18:59:00","ZS","363","ABT","VXA","Green","4","22","8"
"522","19:00","2020-11-11T19:00:00","HL","624","TFR","QYM","Orange","4","2","26"
"523","19:01","2020-11-11T19:01:00","XR","543","HZD","RNR","Orange","2","0","89"
"524","19:02","2020-11-11T19:02:00","NR","652","EBE","DKS","Red","0","5","4"
"525","19:03","2020-11-11T19:03:00","AT","220","NKT","XXW","Red","2","17","110"
"526","19:04","2020-11-11T19:04:00","MG","528","PGK","TTD","Indigo","1","8","43"
"527","19:05","2020-11-11T19:05:00","JZ","699","EPL","CZC","Indigo","2","4","148"
"528","19:06","2020-11-11T19:06:00","MC","540","QNI","LMS","Indigo","6","2","161"
"529","19:07","2020-11-11T19:07:00","SM","324","WTX","EEK","Indigo","1","17","108"
"530","19:08","2020-11-11T19:08:00","XQ","591","JIE","LMX","Green","1","12","89"
"531","19:09","2020-11-11T19:09:00","XW","704","QCX","BTT","Green","5","6","31"
"532","19:10","2020-11-11T19:10:00","LZ","576","CEJ","XYL","Blue","6","8","109"
"533","19:11","2020-11-11T19:11:00","RR","405","UWC","JHA","Orange","3","18","161"
"534","19:12","2020-11-11T19:12:00","HR","768","EBY","DDS","Yellow","6","20","90"
"535","19:13","2020-11-11T19:13:00","VP","530","MBX","HNF","Yellow","2","23","140"
"536","19:14","2020-11-11T19:14:00","PW","798","LRE","IIC","Orange","0","6","145"
"537","19:15","2020-11-11T19:15:00","YG","441","YFN","YJH","Blue","6","13","43"
"538","19:16","2020-11-11T19:16:00","NL","371","BGM","FHI","Orange","2","7","147"
"539","19:17","2020-11-11T19:17:00","SN","232","SIL","FHZ","Red","0","6","39"
"540","19:18","2020-11-11T19:18:00","VZ","390","ICD","XMQ","Indigo","7","1","1"
"541","19:19","2020-11-11T19:19:00","QA","470","PZD","RKU","Yellow","1","14","86"
"542","19:20","2020-11-11T19:20:00","II","839","OKG","UBQ","Orange","7","0","27"
"543","19:21","2020-11-11T19:21:00","EK","351","BQF","RIV","Orange","6","9","12"
"544","19:22","2020-11-11T19:22:00","YQ","732","BOD","TQV","Green","4","1","91"
"545","19:23","2020-11-11T19:23:00","SH","865","ZUN","PWZ","Orange","0","18","155"
"546","19:24","2020-11-11T19:24:00","AX","209","MEC","EII","Red","2","14","127"
"547","19:25","2020-11-11T19:25:00","UG","498","JVU","ADM","Yellow","2","20","69"
"548","19:26","2020-11-11T19:26:00","IU","273","YJR","ITD","Indigo","4","7","72"
"549","19:27","2020-11-11T19:27:00","LW","219","KDS","KDS","Yellow","2","15","78"
"550","19:28","2020-11-11T19:28:00","IS","637","ONU","QUT","Yellow","0","9","150"
"551","19:29","2020-11-11T19:29:00","OH","848","RJZ","AMI","Red","7","2","50"
"552","19:30","2020-11-11T19:30:00","RL","285","PLW","IYJ","Green","0","14","64"
"553","19:31","2020-11-11T19:31:00","TR","559","RLA","AID","Red","1","1","184"
"554","19:32","2020-11-11T19:32:00","JP","860","APR","LGC","Orange","4","4","188"
"555","19:33","2020-11-11T19:33:00","GB","778","FRW","BBG","Yellow","7","15","128"
"556","19:34","2020-11-11T19:34:00","YB","851","NIA","NLN","Blue","7","8","2"
"557","19:35","2020-11-11T19:35:00","KD","169","QMA","NMU","Indigo","3","22","80"
"558","19:36","2020-11-11T19:36:00","IA","846","CGB","JXS","Yellow","2","14","163"
"559","19:37","2020-11-11T19:37:00","OR","530","TJW","WRM","Indigo","7","15","169"
"560","19:38","2020-11-11T19:38:00","XD","262","ECM","QXS","Green","4","9","87"
"561","19:39","2020-11-11T19:39:00","YZ","182","RSU","BPL","Indigo","7","1","116"
"562","19:40","2020-11-11T19:40:00","QB","703","WCZ","MJE","Orange","5","13","61"
"563","19:41","2020-11-11T19:41:00","WY","858","VEA","IXX","Indigo","4","20","38"
"564","19:42","2020-11-11T19:42:00","EP","326","LHH","DMV","Green","1","21","80"
"565","19:43","2020-11-11T19:43:00","OY","182","TTK","DKX","Red","5","15","132"
"566","19:44","2020-11-11T19:44:00","XS","673","SEE","BWU","Indigo","0","18","185"
"567","19:45","2020-11-11T19:45:00","LK","783","AJU","ZTM","Yellow","6","3","25"
"568","19:46","2020-11-11T19:46:00","ER","741","GNQ","UOJ","Yellow","6","3","74"
"569","19:47","2020-11-11T19:47:00","ZV","536","TBA","ATZ","Blue","4","22","134"
"570","19:48","2020-11-11T19:48:00","WR","871","LHX","OBA","Yellow","0","13","68"
"571","19:49","2020-11-11T19:49:00","LY","420","CZC","WZV","Red","1","18","67"
"572","19:50","2020-11-11T19:50:00","TD","400","FYG","JUT","Red","4","22","26"
"573","19:51","2020-11-11T19:51:00","VP","379","YLM","FSP","Red","2","22","140"
"574","19:52","2020-11-11T19:52:00","LA","674","BNU","SYE","Yellow","5","20","83"
"575","19:53","2020-11-11T19:53:00","VE","547","SVU","EVG","Orange","5","21","136"
"576","19:54","2020-11-11T19:54:00","SN","623","ECA","IFU","Yellow","0","17","117"
"577","19:55","2020-11-11T19:55:00","VF","264","RER","DZQ","Red","1","21","46"
"578","19:56","2020-11-11T19:56:00","OS","816","ESC","FUB","Orange","2","24","61"
"579","19:57","2020-11-11T19:57:00","QM","291","AVM","AFY","Indigo","5","14","22"
"580","19:58","2020-11-11T19:58:00","YS","678","BMN","HVL","Green","2","15","117"
"581","19:59","2020-11-11T19:59:00","AM","759","UAY","SWA","Blue","6","15","39"
"582","20:00","2020-11-11T20:00:00","RW","132","PTG","PPD","Yellow","0","24","132"
"583","20:01","2020-11-11T20:01:00","TR","486","FWY","KFM","Green","3","4","174"
"584","20:02","2020-11-11T20:02:00","SX","307","YAZ","LHW","Yellow","6","20","160"
"585","20:03","2020-11-11T20:03:00","BB","114","WZT","UIE","Red","2","20","153"
"586","20:04","2020-11-11T20:04:00","VG","101","EJR","LWO","Blue","2","4","89"
"587","20:05","2020-11-11T20:05:00","CO","438","XGR","JAW","Yellow","1","14","98"
"588","20:06","2020-11-11T20:06:00","QK","567","OXW","CFD","Orange","2","16","13"
"589","20:07","2020-11-11T20:07:00","DK","895","NJR","RNQ","Orange","7","6","146"
"590","20:08","2020-11-11T20:08:00","RL","725","YXV","PVA","Red","2","24","149"
"591","20:09","2020-11-11T20:09:00","LC","300","YJD","GEO","Indigo","0","9","185"
"592","20:10","2020-11-11T20:10:00","NX","892","ZER","HDF","Green","3","5","59"
"593","20:11","2020-11-11T20:11:00","MB","285","CJT","NPF","Green","2","17","167"
"594","20:12","2020-11-11T20:12:00","TA","577","DMT","OXH","Blue","6","1","161"
"595","20:13","2020-11-11T20:13:00","PS","634","GLV","TAR","Orange","7","11","112"
"596","20:14","2020-11-11T20:14:00","HW","412","HIS","HHX","Orange","4","1","31"
"597","20:15","2020-11-11T20:15:00","RQ","416","EJJ","AND","Blue","7","23","23"
"598","20:16","2020-11-11T20:16:00","MY","777","BVR","RXL","Blue","4","24","69"
"599","20:17","2020-11-11T20:17:00","DU","542","RKD","FHD","Red","5","12","154"
"600","20:18","2020-11-11T20:18:00","OK","150","EBM","JFG","Yellow","3","20","88"
"601","20:19","2020-11-11T20:19:00","WJ","322","GYW","EAG","Orange","7","11","77"
"602","20:20","2020-11-11T20:20:00","TT","768","IVF","OAC","Orange","6","7","124"
"603","20:21","2020-11-11T20:21:00","BQ","228","WLC","VYH","Indigo","0","22","30"
"604","20:22","2020-11-11T20:22:00","UI","744","IEC","SQS","Green","2","22","95"
"605","20:23","2020-11-11T20:23:00","GH","464","TCL","YHV","Green","6","9","155"
"606","20:24","2020-11-11T20:24:00","WQ","472","MXV","LRL","Orange","1","19","21"
"607","20:25","2020-11-11T20:25:00","TP","113","JAU","ZYW","Green","3","12","141"
"608","20:26","2020-11-11T20:26:00","OY","793","YUY","YIF","Red","1","5","135"
"609","20:27","2020-11-11T20:27:00","OL","759","UBG","ZZS","Yellow","2","11","98"
"610","20:28","2020-11-11T20:28:00","BK","808","ABZ","ZEG","Green","6","12","79"
"611","20:29","2020-11-11T20:29:00","GV","718","NNV","DIG","Green","0","1","92"
"612","20:30","2020-11-11T20:30:00","GN","708","VPP","MHX","Green","3","5","3"
"613","20:31","2020-11-11T20:31:00","EG","546","HYA","IRA","Red","1","4","159"
"614","20:32","2020-11-11T20:32:00","LI","267","VWU","YOT","Yellow","3","10","176"
"615","20:33","2020-11-11T20:33:00","FA","210","IHI","IMR","Indigo","6","24","110"
"616","20:34","2020-11-11T20:34:00","CT","767","GKO","RTE","Red","0","2","130"
"617","20:35","2020-11-11T20:35:00","RG","456","LVE","WAU","Orange","4","16","162"
"618","20:36","2020-11-11T20:36:00","XW","373","UML","VHR","Orange","5","12","8"
"619","20:37","2020-11-11T20:37:00","VT","248","BWB","GPQ","Red","0","5","13"
"620","20:38","2020-11-11T20:38:00","PC","560","HLI","POR","Blue","3","9","127"
"621","20:39","2020-11-11T20:39:00","PG","418","AAS","YTI","Red","6","18","84"
"622","20:40","2020-11-11T20:40:00","LK","304","GUH","OKW","Blue","5","9","149"
"623","20:41","2020-11-11T20:41:00","KY","503","EZU","RFL","Indigo","1","15","8"
"624","20:42","2020-11-11T20:42:00","IG","343","GAT","OZW","Orange","2","10","2"
"625","20:43","2020-11-11T20:43:00","CV","323","TNR","QGH","Red","2","3","21"
"626","20:44","2020-11-11T20:44:00","BB","302","ZKB","PTY","Orange","0","15","134"
